"","date","CI005187.WI","CI005188.WI","CI005189.WI","CI005190.WI","CI005191.WI","CI005192.WI","CI005193.WI","CI005194.WI","CI005195.WI","CI005196.WI","CI005197.WI","CI005198.WI","CI005199.WI","CI005800.WI","CI005801.WI","CI005802.WI","CI005803.WI","CI005804.WI","CI005805.WI","CI005806.WI","CI005807.WI","CI005808.WI","CI005809.WI","CI005810.WI","CI005811.WI","CI005812.WI","CI005813.WI","CI005814.WI","CI005815.WI","CI005816.WI","CI005817.WI","CI005818.WI","CI005819.WI","CI005820.WI","CI005821.WI","CI005822.WI","CI005823.WI","CI005824.WI","CI005825.WI","CI005826.WI","CI005827.WI","CI005828.WI","CI005829.WI","CI005830.WI","CI005831.WI","CI005832.WI","CI005834.WI","CI005835.WI","CI005836.WI","CI005837.WI","CI005838.WI","CI005839.WI","CI005840.WI","CI005841.WI","CI005842.WI","CI005843.WI","CI005844.WI","CI005845.WI","CI005846.WI","CI005847.WI","CI005848.WI","CI005849.WI"
"57",2021-01-15,-1.76511994394996,0.552170845928314,-1.04159147907357,-0.933174384741462,-1.74850662400064,-2.26317797182094,-1.55176931766343,-1.39877200030219,-1.33149791840053,-1.73813328161578,-0.637581333143701,-1.93402251076187,-1.39341969776221,-1.25322311328486,-1.87373953977876,-1.76683094379421,-1.09322312582556,-0.979407082016048,-1.48820917529179,-1.5761917217649,-1.02783365068275,-1.90958546455371,0.357106498366682,0.733591923555178,-1.34864447024955,-0.135371441386876,-1.40113831646431,-1.60534678499425,-1.18659426763334,-1.19796114845714,-1.15569012511578,-1.54497584415081,-1.92836658797786,-1.89238808633762,-1.30909116016,-1.05346709157193,-1.49580218183889,-1.80050205578183,-0.537740234510984,-1.5302300253798,-1.56272659482321,-1.50654191720465,-0.785783479625683,-1.26969218506085,-1.32098535993286,-0.929561430856634,-1.17900065927588,-1.22279680305762,-0.811992941497968,-1.21112090455928,-1.77791602822298,-1.33727935014001,-0.641108455165896,-0.789654918091178,-0.978922758355439,-0.834201761939673,-1.19265673546939,-1.12207830266808,-0.754354521591284,-0.783280080100264,-1.06908803564455,-0.973072900190269
"58",2021-01-22,-1.92400483096076,0.213741643708317,-0.81795878474016,-0.896065170255111,-1.59849186884465,-2.35488637560706,-1.36850827147199,-1.3310180667639,-1.16229199319975,-1.91138754159881,-0.651372574841556,-1.97266688015953,-1.40113271492415,-1.26576016867471,-2.0336087811229,-1.72456128582635,-1.07737215052292,-1.03219321697308,-1.55982223409515,-1.6008473568199,-1.28487513311137,-1.9952023982569,0.149875824291027,0.520153458337685,-1.35921574070444,0.311834067355176,-0.863622725166462,-1.66758139839437,-0.765045983463691,-1.24793952583771,-2.12939137767027,-1.55896900765512,-1.95091703204387,-1.99211699310185,-1.42393119646127,0.00814040071730651,-1.52248172837813,-1.99670351605005,-0.637114434103237,-1.64297906235218,-1.1865454171105,-1.70766052523812,-1.51022949661973,-1.25089124396138,-1.33881331285984,-0.93678179314041,-0.999285904646567,-1.25553899189201,-0.931772334035024,-1.31348685797046,-1.80489668633357,-1.54445196509736,-0.671878518426317,-0.773174101059349,-0.956679905047912,-0.91206666594356,-1.24589875656645,-0.735437520660898,-0.780409585609053,-0.908965574605151,-1.09339659478424,-0.94504489453975
"59",2021-01-29,-1.97279128356775,0.599661935514719,0.385254382031475,-0.883619389748527,-1.6156614346683,-1.81061586041649,-1.18332176265252,-1.09817671547129,-1.21265979492997,-1.8111775809422,-0.583999483821782,-1.95948662899576,-1.45479032917386,-1.29032391117185,-2.04523049228482,-1.06116663153665,-1.27947829822607,-0.954979567077558,-1.6039280082591,-1.64946334260971,-1.07312714142639,-2.04876027528771,0.639949385559015,0.387519521221927,-1.34619666490601,0.559463977991988,-1.34393149992241,-1.48401623432949,-1.58537625155971,-1.25207259625143,-1.58848877538807,-1.59176368440863,-1.90054920924484,-2.11841849472318,-1.34241776438688,0.0958866675736547,-1.44143045799924,-1.83808533057398,-0.937204168392738,-1.74575405627606,-1.12112830618493,-1.78906620186558,-1.51387347384827,-1.2195229276495,-1.34015139434988,-0.911678601285891,-0.958744360663822,-1.28146137757878,-0.866308763763427,-1.37839272633416,-1.79760915706147,-1.54924530141737,-0.723483983460215,-0.635101423088216,-0.985842851111396,-0.875823413195178,-1.2858535908188,-0.496346320301282,-0.878843425754685,-1.02204027068263,-1.29255467958351,-0.993282248871021
"60",2021-02-05,-2.01374402610947,0.465756361785644,-0.356363057724099,-1.18769621262866,-1.31023746637024,-0.649676194027914,-1.2582240362199,-0.179476077872788,-1.03787703891512,-1.80826370099907,-0.749677631859745,-1.98032164459105,-0.627578942665369,-1.28612952863715,-2.01409679148077,-0.0556403341180011,-1.33153789587395,-0.778098022828426,-1.64863318598613,-1.67666877442061,-1.10938683887294,-2.12624517848805,0.165797178489987,0.231527219485822,-1.40880128205557,0.792089930892897,-0.993889848114412,-0.780709369100774,-1.31332098246897,-0.319595214830397,-1.71348933025533,-1.64906062609229,-2.01326390488896,-2.2181955740248,-1.41701095758659,-0.282052065610789,-1.14782893268014,-1.51710218016386,-0.679377873551828,-1.17529479845212,-1.02282444766475,-1.84720843180117,-1.43453170929686,-1.21927195089446,-1.37553945509047,-0.891546526939887,-1.16612844617728,-1.27103715826153,-0.497102280538217,-1.42777412336926,-1.85843948643731,-1.22274119130995,-0.731027551562652,0.413934990932374,-0.981973823934317,-0.90035168924447,-1.01935258571773,-0.341181217690699,-0.845421804224,-0.972530387535514,-1.26313308978624,-0.998054676239658
"61",2021-02-10,-2.08500572386471,-0.687857784285504,-1.03817837022907,-1.42761772955136,-1.79385982934359,-1.21013735714508,-1.65383116778497,-1.03126848210025,-1.6188928905748,-0.80597718515744,0.267155116140207,-1.77747919110708,-1.2093934658299,-1.40775667296249,-1.96334001640438,-1.07584523567824,-1.0754241852945,1.29417962308734,-1.71870088515047,-1.79723132704126,-0.702971481972197,-2.28652667647146,-1.04238091177161,-0.585021574017237,-1.31609905712587,-0.721570813256408,-1.10582123783949,-1.24227609633575,-1.18715162382088,-0.859028421628756,-1.40641520571538,-1.73601393402326,-1.74363747730106,-2.28038244195184,-1.15705174639215,-0.437161148482211,-1.13137666437428,-1.77165954241448,-1.17678541358867,-0.55652866183658,-1.2336567625891,-1.8521116423316,-0.625368304174543,-1.18757945844157,-0.0591220127777976,0.615508170238846,-1.4795412437667,-1.20117511907135,-0.841451506498088,-1.31042339382317,-1.77597450173485,-1.21828749141402,-0.199678199461185,0.899049372813692,-0.811382912977296,-0.367765252636369,-1.30942181758824,-0.419294557486311,-0.697234619388128,-0.379240088539043,-0.873781899159323,-0.897522335424813
"62",2021-02-19,-1.95269786887261,-0.642233979757237,-1.08645488896368,-1.35064583644295,-1.8461726954132,-1.34158896378855,-1.56565813676774,-1.26765777751161,-1.65147015229893,-0.632616655453994,0.43695191372675,-1.63816960260673,-1.25751307555575,-1.42179805052564,-0.795703592939335,-1.4723370190052,-1.08303043051469,2.38740268132709,-1.60111658149103,-0.560502826944695,-0.523808769231034,-1.64030936341751,-1.65411389742651,-1.02212852766172,-0.819404997412616,-0.734540237325135,-0.679669050830129,-1.22779240819755,-1.39121992256944,-1.4320971102543,-1.02455292043209,-1.53520244592234,-0.11913624015295,-2.03194825593642,-1.04026667829264,-0.799339256534696,-1.19632686774257,-1.90853266921826,-1.0775342677805,-1.04548568228087,-1.39696028948973,-1.57482775409634,-0.216074131461796,-1.17258015801399,0.276712547871904,0.415256314385631,-1.42653981149224,-1.16860436262885,-0.976889811172367,-1.24668104816801,-0.688821926721547,-1.495956196157,0.483579795151496,0.883312107084028,-0.857850516950574,0.0308607613887073,-1.31410586959936,-1.04871579659518,-0.713638723711075,-0.32085157260273,-1.13150716869895,-0.977881290982672
"63",2021-02-26,-1.24686499861846,0.419163998029868,-0.824295345680841,-0.899385554728751,-0.803881306945381,0.283488427543979,-1.38640302217356,-0.899749687756755,-0.61902527090566,-1.29462609130742,-0.403978864510435,-1.62902189887698,-0.267234798657166,-1.34200893412612,-1.41341659326952,-1.41286882858894,-1.24848333785924,2.05178373294931,-1.76215971590302,-1.73569249221772,-0.727407359096013,-2.28423873989105,-1.07549795871211,-0.438601534788113,-1.18967611772934,-0.627615221600856,0.157142686474233,-0.297085944725848,-1.20226219870299,-1.21042162541504,-1.66599310762288,-1.74689600412428,-0.717138670464323,-2.15761555990979,-1.30244363733965,-0.80522956079889,-1.16876518620276,-1.32927522038089,-1.13977641953009,-0.5543529609052,-1.18454537375871,-1.62126724381196,-0.265395645091924,-1.23580080804566,-0.294767428012757,-0.0721696225250596,-1.44203322866895,-1.22288801431415,-0.67205188927876,-1.40512121078817,-1.80549605332589,-1.34756281409696,-0.357378691333505,0.316843671707995,-1.01073905928559,-0.361824511643896,-1.0140824087875,-0.852907428959635,-0.860953336700914,-0.511275512616662,-1.2232818470302,-1.08187391030103
"64",2021-03-05,-1.26725681184138,-0.0322711848433251,-0.394091664606842,-0.855832678503667,-0.779705329010475,-0.0849325794922533,-1.55168073510689,-1.02305555535902,-0.817829843509522,-1.37519646660416,-0.641023557009263,-1.63884436581365,-0.140517032868807,-1.29659859250563,-1.39695218801993,-1.48362475045207,-1.25341957465483,1.54057911102995,-1.77747066784874,-1.77440698508341,-0.942838090669072,-2.34586986198303,-1.01447671744798,-0.421474139771348,-1.2392618759908,-1.19249095270346,-1.08414537256231,-0.458317251068326,-1.22068582767074,-1.25108321983316,-1.43861516174594,-1.77073337208672,-0.700618602920855,-2.12415053709925,-1.3350095089218,-0.768821085064025,-1.13605374699144,-1.41827528938532,-1.23137980654638,-0.645690108911284,-1.16910965539692,-1.39787518405899,-0.163660275474549,-1.22852524408588,-0.615748089643559,-1.06994147753608,-1.62653665740561,-1.21285578689365,-1.01323415933494,-1.39507097074678,-2.01196585697011,-1.52403008817028,-0.368132610391379,0.210798694085055,-0.967818263635296,-0.25745860635569,-1.35240637580317,-1.2051164649353,-0.889499369847012,-0.486510014041598,-1.22544639428543,-1.07883411989038
"65",2021-03-12,-0.846668204849963,-0.194474350610454,-0.0340595475044621,-0.967348919618334,-0.585509995969392,0.880136867454742,-1.59510081508575,-1.2344498658161,-0.711264303613124,-1.42875794123775,-0.770954125503243,-1.71287159957764,-0.100545628269915,-1.19580765838183,-0.644810805850337,-1.42523287605662,-1.33849503559586,0.91047369935226,-1.82589630743898,-1.80882299770981,-0.862968940063356,-2.25793545332573,-0.831522706971714,-0.566554465616647,-1.32046879219562,-1.04400809677086,-1.18644380806073,-0.260811951021438,-1.18271495321505,-1.19591737539396,-1.50507552474284,-1.4049552815398,-0.51588769146468,-2.20274035449282,-1.42192584752407,-0.849171974923598,-1.19614176463543,-1.48375764957255,-1.10496298622309,-0.482011515236727,-1.1544417289686,-1.60884301516784,-0.0633372440701403,-0.855592407053366,-0.788503722120885,-1.01744376985252,-1.69484605685077,-1.23428136544503,-1.13273283349577,-1.37515313524445,-1.80873642099208,-1.65087383808788,-0.74342772241349,0.136235120324367,-0.977874796519508,-0.127447417072271,-1.39454866672373,-1.29650693544548,-0.942265227688161,-0.71417794533752,-1.32036866400016,-1.08558276223921
"66",2021-03-19,-1.21375441972326,-0.961296607497688,0.715542844521322,-1.06167862039219,-0.196844187870828,0.779865987717805,-1.69647500257736,-1.47454719891804,-1.21536959345711,-1.60157631343515,-0.7987183212618,-1.92677239955725,-1.03658319488783,-1.21144743695289,-0.512986083409417,-1.60171791043421,-1.35015908473511,0.847403824563362,-1.82011253711453,-1.85034956451617,-0.940512123475666,-2.30221131154807,-1.03099551433624,-1.03191878691508,-1.27204194987508,-1.08943904059283,-1.19382830373523,-0.882181186309871,-1.19401899369945,-1.58539992855197,-1.50367436160377,-0.96889464323453,-0.209097128302214,-2.18639273167562,-1.59944808028445,-0.987122967095901,-1.16634032898188,-1.55292002633044,-1.17863432742937,-0.666236564114659,-1.18881783954594,-1.52014306642294,-0.0576923378707235,-0.717724426144119,-0.717043572826384,-0.784629676567836,-0.933864255733269,-0.872659360202864,-1.10425324808771,-1.21535466372798,-1.91701785680924,-1.6044322190344,-0.514875970089416,0.129419244173736,-0.845696674979513,0.161837422660462,-1.34334815917523,-1.23613390776174,-0.924517621883675,-0.570013744530729,-1.30613296692548,-1.04342250225335
"67",2021-03-26,-0.948667663174108,-1.15529098601489,0.352207273769474,-1.07707205205086,0.111519925653637,0.306378516641239,-1.35998221054946,-1.4245356455852,-1.32381230387534,-1.42309877452778,-0.772183390358433,-1.79055792248226,-1.03622999857343,-1.07235512135567,-0.464429471097674,-1.25505066284499,-1.31334847053193,0.671136926985208,-1.61695725779206,-1.19887325482934,-1.02826418109389,-2.31959204210519,-1.12909056762004,-1.08248072357577,-0.802600639864934,-1.11982497018206,-1.24079018969079,-1.06226075456308,-1.00614804495703,-1.60801811222983,-1.67592151087696,-1.06330861933557,-0.165517574672297,-2.13889744142325,-1.71258205699803,-0.90960163264491,-0.977822283840651,-1.59619767750203,-0.945749133570019,-1.21880996568371,-1.31236455879398,-1.58246409809958,0.0562869819178311,-0.481162311644037,-0.963217542606837,-1.08975856193979,-1.00820634247703,-0.768648418233362,-1.36934232828891,-1.01097083688762,-1.86049843465123,-1.59430504368221,-0.145028811413855,0.153171475771944,-0.928375705606459,0.0186245234636033,-1.19226965672446,-1.31483719013983,-0.959263869828955,-0.715114794155567,-1.26191306997524,-1.08374900323715
"68",2021-04-02,1.13766851317722,-1.13972085483026,0.0332213337698952,-1.08465963570551,-0.155977184966644,0.0171682983577566,-0.816986926063779,-1.13060159410792,-1.22453420630327,-1.4439341168394,-0.669490996370344,-1.96492607117941,-0.981198457793422,-1.27045429712467,-1.05404031116884,-1.2977663487636,-1.394094039534,0.493749145579215,-1.72749538002632,-1.09682863573947,-1.0558445030551,-1.67405380400184,-1.15497150535641,-1.10449607397054,-0.809212583640316,-1.17084668202296,-1.26332483369036,-1.10592577096445,-1.01164146218323,-1.38433051126347,-1.61619191317752,-1.34915356630894,-0.565223990552254,-2.06481493499168,-0.456792623660211,-0.959782795036648,-0.990257951879701,-1.54739380951978,-1.20269492205861,-1.311417692655,-1.43203687949546,-1.54481770333611,-0.364835127303349,-0.750369575973638,-0.993911112059959,-0.798520918468073,-1.43283698254773,-0.690897159230632,-1.36210281218607,-0.828616895092273,-1.73954709901035,-1.47416817145153,-0.139734366587133,-0.0287739074783948,-0.980395401590489,-0.169315238370046,-1.33679234497696,-1.30016608534907,-0.888551527124732,-0.803466381023188,-1.15434427203084,-1.0609213576798
"69",2021-04-09,0.256436031577088,-1.21780884595413,0.193906932112498,-1.13133564708769,-0.235909173865122,-0.213110345862568,-0.416551924281294,-0.757112818607323,-1.22310663117684,-1.28162712662418,-0.763637999885224,-1.84301919440012,-1.02700989302329,-1.00018346696117,-1.13642146363782,-1.17168495597144,-1.45742767526951,0.362571545960101,-1.36200088482367,-1.24168008129565,-1.07056212715053,-1.25077943968,-1.24522388390291,-1.11840563800258,-0.615345020687288,-1.19336066000179,-1.28480751977217,-1.12720614567444,-0.781228713873147,-1.12034591802004,-1.70631210191895,-0.920277337669419,-0.495486891206853,-1.99182241912907,-0.721466689758284,-1.10982913517274,-0.950537879607124,-1.56623779566954,-1.25117114315601,-1.39435637840134,-1.51564691637168,-1.61785153608678,-0.638637094218488,-0.709409272511658,-1.02724720796503,-0.738505390486857,-0.905775020806877,-0.692652234863274,-1.16614132281863,-0.460152274106058,-1.49427417074536,-1.31781833063315,-0.111792363208067,0.00348373602170989,-0.969449172195846,-0.10003409250261,-1.12096517997664,-0.472136090546037,-0.903881559180034,-0.830872457973254,-1.02630749143644,-1.02937315010877
"70",2021-04-16,-0.731991419098779,-1.20766248044609,0.581596299218618,-1.10560330072655,-0.848625285274935,-1.00921520422213,-0.166796628944512,-0.695899032774907,-1.33135893534259,-1.57365056870816,-0.874905550681256,-1.91541729072389,-0.959501838547705,-0.476859598292007,-1.16457760286399,-1.24154124910592,-0.974081428519102,-0.206648168621544,-1.33236727394157,-1.15206239520454,-1.08048057913927,-1.09383344799852,-1.32665788732936,-1.14596439970923,-0.89953154590429,-1.23791688662455,-1.35778716065552,-1.18152231058039,-0.866775717407511,-1.30838332513839,-1.77874322237178,-1.14594243355734,-0.48132897331144,-2.03648061542244,-0.16674781259398,-1.15368705676516,-0.81425177638247,-1.60191592906322,-1.27680042761435,-1.42433110755575,-0.745589923601078,-1.84262846591509,-0.969470185629603,-0.892635823061475,-1.06901820524548,-0.917226203413048,-0.894209939592656,-0.770739230234058,-1.27149729772821,-0.573710738173279,-1.56152538735138,-1.24638113450985,0.0782682371583291,-0.110540706093432,-1.05320918545568,-0.119523958887351,-1.04490393121366,-0.491226949882259,-1.09304627176571,-0.944640532379902,-0.952891439225784,-1.00518814858442
"71",2021-04-23,-1.12975812514426,-1.18034323099186,-0.685500533843077,-1.15045622837175,-1.05198831114356,-1.10559346339677,-0.161711548340957,-0.734823637863264,-1.32742249837049,-1.46483153152345,-0.953604470699661,-1.50791283760456,-1.03892381360791,-1.07461701420466,-1.21813727716624,-1.20304250701597,-0.498404074034206,-0.635267772141562,-1.32248892159792,-0.947123298653125,-1.10415403251685,-0.996582947933876,-1.31509432260367,-1.14228299158139,-1.06180203528815,-0.960889626485608,-1.40547205728327,-1.21841426560547,-0.769012177639539,-1.2230761889631,-1.79757739678194,-1.27194831915547,-0.73430139649867,-1.95037704100092,-1.00969854721517,-1.33337312993923,-0.916249365293024,-1.48594186856616,-1.24399986345,-1.50173641163915,-0.176340754212229,-2.15321054344091,-1.08313302278997,-0.666175435039198,-1.1027991146004,-0.928396839239966,-0.972654448171692,-0.686413605924836,-1.31879709866374,-0.882380918429845,-1.53725376606558,-1.19654668576109,-0.114230934982197,-0.108950305228226,-1.10304448197312,-0.51741313244368,-1.02987485614252,-0.667648015164571,-1.10188668482413,-0.970056475941767,-0.885195919768234,-1.03772450429404
"72",2021-04-30,-1.26288408215234,-1.18219665617481,-0.74848797984402,-1.31895472949633,-0.96652817952956,-1.10622579254093,-0.230823441003374,-0.843236187985565,-1.34899473213248,-1.66762593508016,-1.00401865452337,-0.854523491172821,-1.07323049039956,-1.17200562665205,-1.22765844813095,-1.22611320621562,0.305200900934337,-0.757991062334471,-1.28827823023843,-1.00486319074986,-1.08194199383823,-1.11900440198084,-1.22964367072322,-1.11937813350523,-1.10117394716225,-1.14575901264192,-1.44670794729155,-1.25954770447778,-0.848869581022557,-1.59495586945058,-1.8210047006695,-1.44070584550617,-0.793927605299037,-2.12608617914007,0.283098180231815,-1.36812454623492,-1.05639368338728,-0.87498972370875,-1.37155252569478,-1.55377689745388,-0.457999528906471,-2.26329343719568,-1.1094399933184,-0.590040863871228,-1.10546631971997,-0.797562653124676,-1.29648779308742,-0.651548696541447,-1.33995461658321,-0.707638020089632,-1.33831728236451,-1.18233430116268,-0.247180695493881,-0.0947902832531411,-1.07275702882698,-0.61191061279118,-0.823300998990795,-0.862825980554449,-0.96054413936044,-0.971236975497809,-0.802099937604511,-1.06547287903488
"73",2021-05-07,-1.3128881644266,-1.07599291778658,-1.01458872888918,-1.50390385907892,-1.13614779453379,-1.20234352865101,0.664166278840782,-0.280576337004703,-0.924139465416401,-1.0552165328065,-0.893165178189875,0.519971472178541,-1.29947376443545,-1.27635643101015,-0.653492238331241,-0.803905625860261,-0.0715190593200759,-0.646304252715457,-0.545284865581948,0.137338822596433,-0.786274024978403,-0.493148779355503,-0.797848500945676,-0.672506130839523,-1.0295789764483,-1.30208643275007,-1.44571177027836,-0.790010637075788,-0.533273590086351,-1.32623316783414,-1.68775079455254,-1.19125099594568,-0.297832413326412,-1.83187557387541,-1.33829314065329,-1.2019703079605,-0.577711087866324,-0.845068356513255,-1.47520655246492,-1.32168109180628,0.433778213298869,-2.60616127650182,-1.12677321893867,-0.261249088798864,-0.828677713873247,-0.95906826973119,-0.633923370470904,-0.10042592858605,-0.907473407661001,-0.229710597158013,-0.69820120213767,-0.745562770324743,0.332833720214055,0.109071797750939,-0.941926619845114,-0.186745705144673,-0.224902733530852,-0.255473984936238,-0.857920554034409,-0.732493333309925,-0.0436432688723215,-0.145644373590821
"74",2021-05-14,-1.40823714872667,-1.22803606541639,-0.307579724052791,-1.44015166093529,-0.913510493758513,-1.23310576664965,0.467356988896427,-0.646163454985437,-1.14683196277657,-1.27249034376669,-0.861707385636485,-0.133254153138644,-1.32055612169544,-1.16959515956928,-0.660942216746237,-0.73176113009466,0.46082822487629,-0.779332126522742,-1.03811387884904,-0.393813224654475,-0.899786463751361,-0.652642826055143,-0.576343739951344,-0.896006924549733,-1.13743387480766,-1.02415132326935,-1.52036451855145,-0.711378837028187,-0.952928330159729,-1.33066040674932,-1.77592813535672,-1.34599632168535,-0.56614199354932,-1.72642317092786,-0.181739103305177,-1.24571766161703,-0.837712389816848,-1.23254952745559,-1.56428164760545,-1.02591150400885,-0.322783512575481,-2.58978582072429,-0.519289302947171,-0.528529066201675,-1.08981697162933,-0.460079473853352,-0.976645554403428,-0.442305788473888,-0.950660273147145,-0.412440678489511,-1.24647843134572,-0.827228967496112,-0.0370824293397059,-0.173001623535932,-1.11409847324803,-0.668907030527285,-0.496328481238621,-0.644625838354584,-0.156292889476656,-0.950641579644799,-0.52864022890047,-0.692710441858622
"75",2021-05-21,-1.44364727830958,-1.03272386907781,-0.667724167743979,-1.38389650716566,-0.829854799085732,-1.27023456486589,-0.0164122085019861,-0.671658844947793,-1.02136305347869,-1.47602658715972,-0.805569861252548,0.0624844060581501,-1.45767271391778,-1.32902880538374,-0.391542919568141,-0.734972856569298,-0.653679607744141,-0.823334167546412,-1.05878687813884,-0.423089570611815,-0.781082192811757,-1.03301978851166,-0.56212569203521,-1.09952563425291,-1.20792617200029,-1.09717806279263,-1.21769204841282,-0.436426665488949,-1.00327149261357,-1.28142296206294,-1.91268336634658,-1.19694881553015,-0.829470150992289,-1.80502537641842,1.15968957491461,-1.36339350133621,-0.926608401563482,-1.16284637712038,-1.55354672572306,-1.07737718124789,-0.257523585036054,-2.65325954899065,-0.75803386333674,-0.466994548264954,-1.25717647346041,-0.242524759961201,-1.02144001977631,-0.255927238111084,-0.844858530536977,-0.468623298354947,-1.02595220635262,-0.907396397460049,-0.164041542536364,-0.167847041295474,-1.09072922279902,-0.694659160530106,-0.523841339988052,-0.969530016582839,0.580270861259111,-0.888207237261948,-0.448888050443472,-1.0301507599106
"76",2021-05-28,-1.44819562346449,-1.07981518552566,-0.760291731409683,-1.44594326637617,-0.82375291894668,-1.30476804538131,-0.429416116551381,-1.1727160935522,-1.08634164017457,-0.949414014544709,-0.808367047599056,-0.115309798127145,-1.48000774151357,-1.16896433662716,-0.283648306263134,-0.761937689623072,-0.473841308936419,-0.852423100771458,-1.33775567319402,-0.620066840558144,-1.00430720572937,-1.30642542211775,-0.820985026640573,-1.25060771786971,-1.23891320426417,-0.920927527664967,-1.16735307187367,-0.988874032545907,-1.13798300130155,-1.2458121207732,-1.64165505150896,-1.33145720678303,-1.01094995994521,-1.57672445787374,0.586530021467044,-1.48556253224763,-1.13242881941087,-1.36583547084088,-1.14888704086116,-1.41014155082995,-0.847378847225653,-2.62593403520057,-0.572776690620134,-0.537476377135065,-0.85548577809114,-0.194156987946635,-1.2083379361964,-0.452280230663408,-1.14902030169695,-0.873786200927154,-1.24420783611827,-0.9542704015711,-0.521726664403086,-0.536446041386636,-1.16372865059773,-0.960733802073434,-0.800714263527677,-1.23491661389913,2.07807445121176,-1.0312484535899,-0.792553680600274,-1.34565026974788
"77",2021-06-04,-1.5511074848772,-1.20458415494342,-0.54720416046338,-1.42071350545431,-0.423510424932229,-1.20415986385271,-0.938414045340845,-1.29415837015687,-1.15204540263017,-0.816040875181376,-0.780639544371094,-0.222700124079493,-1.33541725383862,-1.00622548420767,-1.13731308075394,-1.06649587605857,-0.239022904894555,-0.866320723567614,-1.608605881203,-0.952863230550537,-1.00282549116395,-1.60929144551158,-1.09019827126209,-1.16317931696215,-0.705115854144125,-0.561291207542469,-0.8282079702607,-1.13294231044856,-0.863466073194308,-1.27053634195634,-1.70876627112523,-0.843822953149622,-1.0439474093056,-1.17969646570628,1.18603691048594,-1.38397053361291,-1.2045782388551,-1.48201412591849,-0.865777622911701,-1.24730339287026,-0.792543881247435,-2.67763483608146,-0.321805849582315,-0.428481928225555,-0.895055729842449,-0.580705521915143,-1.30824160126174,-0.632308654169146,-1.09088659610746,-0.892745850079526,-1.70530999412696,-0.88583945233346,-0.779749463890215,-0.608855732959976,-1.19580156234171,-0.818242993506369,-1.09754720719338,-1.22558505844784,2.99552253672768,-1.02562204480566,-0.892326219820282,-1.28373111465281
"78",2021-06-11,-1.64800518115929,-1.24124180243101,-0.757203696349617,-1.22267007775003,-0.106500404807729,-1.01166382571726,-1.01004931091291,-1.30134451349103,-1.20504527330301,-0.910678636733376,-0.754997818481063,-0.167093386467892,-1.38662201354741,-1.01443771401932,-1.11615672131947,-1.13320629502576,-0.314789519667654,-0.855634806292175,-1.66502261699026,-1.0184420572361,-1.26192076392066,-1.68331974396524,-1.23139519470268,-1.15932254408907,-1.09562216339383,-0.65033682334067,-0.209274137670764,-1.08662048613726,-0.797010344445422,-1.30642697801802,-1.6206012082499,-0.598472660933201,-0.964726003410239,-0.990182984176299,1.27311600288125,-1.08875095406643,-1.23478687355938,-1.42330803860129,-1.05747606392116,-1.366945402973,-0.840307909267188,-2.66615298557803,-0.65354077270004,-0.988121780735886,-0.891207865439438,-1.29023798839169,-1.36854788739828,-0.734989427945269,-1.00526022185723,-0.942784629734221,-1.67271293239968,-1.0862154453432,-1.01346719430179,-0.883694359978507,-1.23000788638478,0.0970271224685213,-1.24731255362663,-1.29463156197882,3.66738316888531,-1.10962348384969,-1.08115127497863,-1.37972930029356
"79",2021-06-18,-1.75935090452716,-1.06209374175512,-1.01121590633482,-0.372274617723501,-0.692675385917528,-1.23435303847985,-1.03588963479089,-1.33137348546447,-1.22935808088912,-0.956012011300614,-0.668277958587574,-0.0100967188430398,-1.03721859742269,-0.901877339584297,-0.805564915730061,-1.12487866577632,-0.017524418690358,-0.858926573134753,-1.50661260249867,-0.946223301844206,-1.33526101998627,-1.55105663774559,-1.13077904123281,-1.37790298780001,-0.678891985530971,-1.10665528140675,-0.786307029509726,-1.14685764602658,-0.34623679938468,-0.55631592549137,-1.30505164668698,-0.595857950677158,-0.541180228976864,-1.11653566340309,0.0282348824642605,-1.19955730705081,-1.17209535328858,-1.1962567128333,-1.68069152027712,-1.58090983857775,-0.739310809410867,-1.64823828839903,-0.686842895092976,-0.931268969819577,-0.915212090575436,-1.34673833727581,0.281925619001957,-0.775842266853841,-1.29837387581179,-0.967935875003067,-0.560955340950189,-1.1385642145908,-0.87200158803166,-0.857544673954388,-0.141083073784819,0.714524702549508,-1.07246129989947,-1.32526883546555,3.7422439433308,-1.03248082844371,-1.01871643929591,-1.36543456966551
