"","date","CI005187.WI","CI005188.WI","CI005189.WI","CI005190.WI","CI005191.WI","CI005192.WI","CI005193.WI","CI005194.WI","CI005195.WI","CI005196.WI","CI005197.WI","CI005198.WI","CI005199.WI","CI005800.WI","CI005801.WI","CI005802.WI","CI005803.WI","CI005804.WI","CI005805.WI","CI005806.WI","CI005807.WI","CI005808.WI","CI005809.WI","CI005810.WI","CI005811.WI","CI005812.WI","CI005813.WI","CI005814.WI","CI005815.WI","CI005816.WI","CI005817.WI","CI005818.WI","CI005819.WI","CI005820.WI","CI005821.WI","CI005822.WI","CI005823.WI","CI005824.WI","CI005825.WI","CI005826.WI","CI005827.WI","CI005828.WI","CI005829.WI","CI005830.WI","CI005831.WI","CI005832.WI","CI005834.WI","CI005835.WI","CI005836.WI","CI005837.WI","CI005838.WI","CI005839.WI","CI005840.WI","CI005841.WI","CI005842.WI","CI005843.WI","CI005844.WI","CI005845.WI","CI005846.WI","CI005847.WI","CI005848.WI","CI005849.WI"
"104",2021-12-10,-1.56777617234738,-1.20662125249465,-1.69952537741704,-1.7489379564876,-0.978283830034177,-1.19253738774789,-1.14356539864365,-1.44899917967296,-0.964724526785451,-1.39650273761596,-1.98634603276526,-1.46923002546643,-1.23000180859448,-1.33899849395163,-0.773406173471923,-1.194756826865,-2.16058229031281,-2.4758212619946,-1.17759991675061,-1.2904747991426,-1.82359563785529,-0.75553848836851,-0.846407875169229,-1.44387812623636,-0.630642943672905,-0.808689640982036,-2.12485547643534,-0.988046158492541,-1.10352699194785,-0.970582294547165,0.702216746195885,-1.16775861077057,-2.09980570722072,-0.655313659403258,-0.897586824783286,-1.16629001620156,-1.1158694156377,-1.61712257155021,-1.02817181081237,-1.87062856308856,-1.06415281657891,-1.93155302329795,-1.40549244190189,-1.85034234379005,-0.9241850818111,-2.07280580785014,-1.9620277899692,-2.05517467479141,-2.00293007156965,-1.17226049081819,-1.18237123608804,-1.50777483857564,-1.74762419936194,-1.35183633333305,-1.63477511327333,-1.52809314012525,-1.29329503464539,-0.970665481712657,-0.880959835873849,-0.334439999592501,-0.0990677047632832,-2.1391677293826
"105",2021-12-17,-1.59968706283204,-1.18948011175045,-1.71102075053271,-1.75001964184789,-1.04342703651272,-1.11781940114433,-1.23445808540064,-1.50252168551913,-1.19830300853239,-0.827297641890174,-1.4203902345562,-1.3896436070687,-1.21168681169398,-1.40182110415548,-0.617009556568743,-1.1614237042689,-2.0922999928891,-2.153125885458,-1.16096338509032,-1.32224259240548,-1.84113341005381,-0.452602897373541,-1.01858411506122,-1.59439935965518,-0.815353215411528,-0.839503896455119,-2.08951667355264,-1.04418029506512,-0.505446359118063,-0.820336821866544,0.460646053396935,-1.27965298717482,-1.77740504699796,-0.892936603575064,-0.864520170072191,-1.44879568254179,-0.857717009477804,-1.61165441388677,-1.13583852631682,-1.76925872676762,-0.983282563085484,-1.95289770825475,-1.35268141497406,-1.91709448829891,-0.764495949332153,-1.12309418044031,-1.93938160674832,-1.94189646369612,-1.95862446820684,-1.32601438729295,-1.16761496815724,-1.72559381908523,-0.48358271415821,-1.32494656827619,-1.70879162295514,-1.43526213969878,-1.3453967447744,-1.01412590874771,0.423512652753791,1.6036024232303,1.22682976255321,-0.357391091639774
"106",2021-12-24,-1.68676309020607,-1.19724538323169,-1.563799269351,-1.75402109055417,-0.85712303808178,-0.980302127967989,-1.24366810765848,-1.4818966319133,-1.62983346932764,0.190703084364494,-1.19109847613527,-1.29967629455826,-1.35743259015761,-1.3181573169275,0.385794623793219,-1.19531003968318,-2.01404828088262,-2.39145532600585,-1.2221638835166,-1.41557019047386,-1.62689550942803,-0.682388440447952,-1.17840680767866,-1.58729865717793,-0.202857232222445,-0.9263222070019,-2.10655655683729,-1.10124352913935,-0.441620567863145,-0.720006742078967,-0.777091931894117,-1.30120331576799,-1.88230072642709,-0.944268624882262,-0.964178680416559,-1.67666082346567,-1.30599187889108,-1.45082731208142,-1.12193322133615,-1.89524818252338,-0.854271821824803,-1.62682177974251,-1.12287790450254,-1.93488654313798,-0.876823454591375,-1.63623428653547,-1.91611523523668,-1.67452797056752,-2.05696857313032,-1.20297475863675,-1.36437118578299,-1.70515116497694,-1.2743140963393,-1.38679419348222,-1.51863576325255,-1.09219926469884,-1.27558151762266,-1.02323027365522,0.592070371229844,1.34504644655159,-0.0485405375848456,-1.53259922383963
"107",2021-12-31,-1.72101198030097,-1.17619172411714,-1.18926209432763,-1.81281559283827,-0.882790136545851,-0.943036820348088,-1.25737889933892,-1.53735334791561,-1.58777588802689,-0.900493034127722,-1.56981543665039,-1.234038202005,-1.08277535165614,-1.47001909323268,0.430136703342006,-1.25194857514367,-2.03230154011164,-2.30472560721826,-1.34561280307936,-1.4111338239459,-1.73394347226297,-0.977378958042538,-1.19663012417211,-1.65301768560526,-0.0415370058077154,-0.924801792822038,-2.17220809187511,-1.08937191428636,-1.0758213592973,-0.799194894914292,-1.20212580501069,-1.33926053210533,-1.9468211101617,-0.879065419326417,-0.88047692503769,-1.70688723882553,-1.31429719688919,-1.5433327770684,-1.26893648486319,-1.98332777908052,-0.79625580671688,-1.92196558499048,-1.39267633099468,-1.90078397127589,-0.935979401056073,-1.17766017398367,-1.95222078923682,-1.68230072092651,-2.03386266356033,-1.58283367005398,-1.53197393277714,-1.82171073834817,-1.3444491914963,-1.39026918360701,-1.62113730894179,-1.28977657276119,-1.38218966817013,-0.996128275685599,0.378019370314201,0.932645718440352,-0.29868186202073,-0.735211718782
"108",2022-01-07,-1.67501191112543,-1.05302179172475,-1.33308524659346,-1.84006101061937,-0.886950305363014,-0.855556345479976,-1.20087153651397,-1.56320153371478,-1.64967173022106,-0.76122733994167,-1.51017350507413,-1.40116727418957,-1.19484386726364,-1.41694903570353,0.176767060900992,-1.29487677579245,-1.81691485548129,-2.14751652254542,-1.41647618856379,-1.48499972852153,-1.92685598134407,-1.18346055166992,-1.30092473363806,-1.73612010434495,0.00305915793205447,-0.973655375786341,-2.12145533004672,-1.12473125824728,-0.948162974265993,-0.76815594374273,-1.22578139299516,-1.33853519476201,-2.05173627795649,-1.02447412169706,-0.876786794505348,-1.60485478455738,-1.07221300741208,-1.57897532989455,-1.22062791086426,-2.0225704100295,-1.3108789247333,-1.95129026180281,-1.46722375045918,-1.98432776981672,-1.09842963344788,-1.80524495636913,-1.94050088348876,-1.8483037206637,-2.1396760260294,-1.71322409835273,-1.49259487233607,-1.61591556385431,-0.26416500331407,-1.49415040800247,-1.54814781837965,-1.28349101898341,-1.43340348264281,-1.13268786818504,1.56812021112608,1.47313255697399,0.572391199731451,-0.0192920414010731
"109",2022-01-14,-1.28287534554403,-1.10626578665136,-1.37373856603128,-1.67714903629167,-0.991456126728868,-0.900198604788077,-1.29005947940029,-1.67010148282179,-1.76031046707472,-0.427664993699567,-0.706143063959131,-1.44835102636759,-0.985108237486497,-1.55992419550507,0.723582479083056,-1.34836758067293,-0.973428247748096,-2.16201984810161,-1.42651081863165,-1.50498784341141,-0.924581142931672,-1.22106258749468,-1.16175820687167,-1.71318658729171,1.21259561597337,-0.994905900135853,-2.20878628225979,-1.03556479429286,-0.960883839802094,-0.922467238505591,-1.09239901862515,-1.34909441761449,-2.11986159980557,-0.598635772578726,-0.929759379446057,-1.6349998555916,-0.897020509414743,-1.65331230946097,-1.26304296747213,-1.94796049455967,-1.4751789219276,-2.01490583424879,-1.39573522630927,-2.14642315720904,-0.913050306006121,-1.90812401882597,-2.01425455851671,-1.93898116863315,-2.19315364769368,-1.58474206572774,-1.62264464710626,-1.55404213486697,-1.5523650603621,-1.45639945180325,-1.49155153088496,-1.21666549471931,-1.47506793808849,-1.17675157560425,1.42817655805169,1.19295326952717,0.214415981271135,-0.501328675634314
"110",2022-01-21,-1.30407054001108,-1.07426165995078,-1.25447912416057,-1.75751281702269,-0.892725805219431,-0.820462156039143,-1.32624293625252,-1.72792437138861,-1.76340378004527,-0.610067789807562,0.17113707021783,-1.47420430218597,-1.16819667594331,-1.63438328681041,0.0507275700858728,-1.38839955159549,-0.897122613401536,-2.1094494727096,-1.51284507872269,-1.56025378578178,-0.427820262296989,-1.28597446248874,-0.977766464774352,-1.80377543651888,1.89495771950568,-0.972607015076372,-2.28121990562466,-1.01725775614833,-0.945671256836084,-1.07306622513446,-1.02920921013194,-1.37627393639881,-2.20492656131973,-0.483465570688515,-0.891394555063586,-1.39571823496995,-1.08350589244404,-1.69028909842682,-1.31633013099224,-1.80569835824719,-1.43692413119231,-1.95444747746544,-1.6632373430996,-2.13049056751381,-0.723808190079319,-0.220604556666899,-2.0815230652933,-1.94893300147049,-2.13060967766418,-1.68628046403811,-1.77121827015065,-1.63841057654148,-1.24714865342992,-0.942105395243275,-0.880819226659037,0.0521684311060206,0.129671058401515,-1.21880557153931,2.52829134125151,1.53575072720021,0.482518791924228,-0.511912205909282
"111",2022-01-28,-1.18813506994694,-1.06386693264215,-1.21907341800464,-1.94580533015585,-0.745181517142923,-0.700313111208819,-1.04873521103192,-1.61317789991005,-0.922717675323686,-0.792843750832474,-0.938036670999097,-1.47777856445386,-1.5151989007231,-1.25432066602738,-1.37959689361796,-1.49951620276773,-1.08500550555302,-2.15176353254053,-1.57145171854707,-1.23394745155331,-0.826654856022297,-1.33203300723121,-0.744509455599313,-1.86986578538338,2.06602484909708,-0.984474521183925,-2.31291737113432,-0.896652701823902,-1.18292510062304,-1.37338539080976,-0.846888918390821,-1.39193662300682,-2.26443196687914,-1.14986958114795,-0.771463362133443,-1.30181387037891,-1.5039071900462,-1.67240856245988,-1.26918435171618,-1.48011286771908,-1.39626026828284,-1.71198005739532,-2.02538954105321,-1.54199703741778,-1.39941699190289,-0.681238765547512,-2.09786617000595,-1.53314151080391,-2.08824788461142,-1.80661180295611,-1.8752485796528,-1.45944832371845,-1.51774720788203,-1.15902758619061,-1.0447751434466,0.164891304707516,0.116463523439271,-1.19813728921103,0.846289355179227,0.364797792740982,-0.348877729256843,-0.366858418894629
"112",2022-02-11,-1.57926033404328,-1.20360146998841,-1.35489580125946,-1.90654608430789,-0.952991323429594,-0.999119401142443,-1.10680440204861,-1.61799024754438,-0.916278860492345,-0.649874464398503,1.74483887174435,-1.62189356918362,-1.45433611130572,-1.3665949927271,-1.47602210799537,-1.54977113881834,-0.510516255046446,-2.15150820000219,-1.57770865080828,-0.832436852574379,-1.2479239745231,-1.08370965376228,-0.594332234155288,-1.84129810657826,2.28323386211503,-1.02668617159445,-2.13438756818157,-0.83749570550969,-0.927224153090812,-1.45668612834902,-0.807149490356673,-1.27511371527811,-1.90503450342206,-1.21807049752847,-0.731728056804372,-0.828007183237704,-1.63656257683855,-1.67034446709246,-1.27420825716151,-1.20122747810019,-0.431664535226981,-1.87732266428954,-1.97017181267677,0.533062275779759,-1.21447552913811,-0.465176900260537,-1.63114878108711,-1.43414888687487,-2.03149527997757,-1.91717781602488,-1.78645722613547,-0.374062301255432,-1.17650194594965,-0.659625123657043,-1.35579928664994,-0.330504255033343,-0.312905321933386,-1.19154580705243,0.178768925758537,-0.362547628934326,-0.542766051327297,-0.645619870985148
"113",2022-02-18,-1.17835492191072,-0.793761862816076,-0.682294246556511,-1.8978609266446,-0.549588195013862,-0.563093515867836,-0.348130961774514,-1.66128499985988,-0.645588499978902,-0.176972529577066,2.0366242142436,-1.64252067365632,-1.53866499473193,-0.602310932158355,-1.56973219191341,-1.59944294586414,0.34190361602295,-2.15760631137359,-1.48525872565097,-0.755963691907415,-1.54808336939056,-0.740760174045951,0.0709194133740365,-1.87780568781831,1.81957853510622,-1.00566515068212,-2.1281690346248,-0.156363121307082,-0.657125356007081,-1.41168582846942,-1.01551964844748,-1.06451466457958,-1.96841355979865,-1.27182530486905,-0.892329607304221,-0.895322133424007,-1.68920832954575,-1.39901898374917,-1.19407032180291,-1.04769889938135,0.137908041434987,-1.88767243207435,-2.0711714978195,-0.479638549403111,-1.19566507107066,-0.682523080572898,-1.23244424669546,-1.19300584735614,-1.88265207844656,-1.99704305278603,-1.79299362323029,-0.727157505402829,-1.40463285680728,-0.682387808901213,-1.29074328360747,-0.282842239032201,-0.328617396026028,-1.36858764804651,-0.462599349592493,-0.248961932562188,-0.989717010644711,-0.533546284601714
"114",2022-02-25,-0.696991726194796,-1.0970542477865,-0.704026484266879,-1.68289646124224,-0.67858126966798,-0.898451050033598,-0.881986029071284,-1.71624736652124,-0.750410628777041,0.215570757648911,1.7963790311895,-1.50948947687231,-1.59220304048679,-0.763415632556481,-1.30421407654978,-1.59818082403266,-0.0867697902790197,-2.08674490301582,-1.58385154801254,-1.12510206529026,-1.5968610068671,-0.428708575356416,-0.355322331634463,-1.85902165860751,1.49596204018186,-1.04278419259829,-1.85853079497967,0.0660382139250542,-0.534621038365938,-1.23278419833835,-0.657811532735463,-0.934475912595454,-1.89089290656909,-1.29882303904029,-0.845835076821923,-0.727730212275573,-1.74020927655679,-1.68190515525329,-1.38178637989826,-0.979958172891507,-0.369770277878225,-1.83276690579869,-2.21012445714127,-0.2915026167242,-0.829096345594634,-0.688828153266907,-1.79852402155211,-0.473038233077791,-1.99848599774907,-1.94995777795839,-1.75041908793328,-0.418169293143545,-0.90491431848507,-0.179447524163425,-0.701313767754515,-0.228395794196965,0.411751186128808,-1.4380415532178,-0.625331009813995,-0.475682452624248,-1.03525615162173,-0.559544677847518
"115",2022-03-04,0.141307055786253,-1.0535392674418,-0.894089133292849,-1.8073379425724,-1.0972875365035,-0.959921665115699,-0.781815942341834,-1.82912143748225,-0.760070511869279,-0.15001365033897,0.8350869016662,-1.567735557291,-1.51813337730323,-0.443709986240378,-1.5148362038288,-1.65444544011334,-0.413070118532103,-2.13122015275059,-1.58575999201222,-0.997744563419178,-1.6310149688584,-0.37891700758397,-0.601415803705175,-1.87582656496536,0.637613624082524,-0.769014693115008,-2.07765364573465,1.21128663695299,0.451251434313834,-1.34858621149455,-0.639018873479865,-0.661122369085641,-1.66181640667934,-1.13893636154141,-0.827660508454457,-0.557762658673846,-1.74704423965471,-1.65182357881975,-1.48075095594923,-1.05416243995418,-0.772545696978726,-1.62489916241186,-2.24555317298344,-1.22692406407529,-0.970543965898234,-0.902278943386391,-1.61465622226833,-0.184382270175477,-1.77010562016062,-1.39587009404767,-1.8216917127387,-0.05085638868454,-1.42539237542802,-0.0274650860457977,-1.10393850172368,-0.620417005318331,0.370309409723272,-1.42458422758739,-1.26218393610995,-0.938440896091268,-1.14913345105769,-1.03309275115883
"116",2022-03-11,-0.685745344937979,-1.12570314225283,-0.9731157883459,-1.85007679751845,-1.17996468391501,-0.970941786406778,-0.906213562695639,-1.87010452766628,-0.966044355910548,-0.0896840963380481,0.47943624006265,-1.56251094753843,-1.60558988483578,-0.419770471574479,-1.50895638619361,-1.61466901878223,-0.290228362746364,-2.27345502251213,-1.6230006300777,-0.969250671227459,-1.72434350767755,-0.644879733648384,-0.825518087007939,-1.83565690306223,-0.109478884960165,-0.547297905327733,-1.39753742939852,0.857471064261787,0.0757849797056729,-0.981994814634544,-0.766708927097727,-0.771700823067287,-2.07032308336396,-0.719300953656552,-0.939158807482316,-0.898147286717404,-1.16826051109429,-1.69250412550547,-1.37670171162082,-0.905814175580478,-0.701238632766329,-1.8079109106489,-2.26059335493591,-0.722173635567483,-1.24129502877653,-1.05926195352519,-1.69620711625485,-0.476100092320359,-1.83874830806858,-1.46934006860868,-1.85639553536637,-0.0121906662388325,-0.914623186500617,-0.520447536464141,-1.39366395258325,-0.588615983335507,0.520610598054446,-1.48783646429801,-1.0527682094526,-1.01748714336989,-1.20935799508653,-1.15776105948404
"117",2022-03-18,-1.16214963682938,-1.15627375063282,-0.925714518558382,-1.86031772377246,-1.08599467524058,-1.04535949142995,-1.08269123788138,-1.78610122571252,-0.827612790371514,0.488736264072793,0.0770155211643038,-1.39712203836913,-1.62837257072966,-0.354628917489126,-1.41391723516284,-1.51888342569545,-0.887607836712155,-1.90679202990395,-1.6555626911709,-0.812853902863217,-1.48837641793541,-0.581006759171184,-0.7304108916329,-1.82986771747365,0.0313892727273544,-0.321594811551353,-1.33444562185477,0.358076735617944,-0.379692046162599,-1.126862044495,-0.605757444638442,-1.04928224352932,-2.01500186157717,-0.70608297866545,-0.862747506277449,-1.13014999194882,-0.799767707379913,-1.45942910106113,-1.36136506442757,-0.888381483264629,-0.64402075804165,-1.91897248807201,-2.54870364548125,0.455093481034082,-1.12276006310335,-1.19745069869601,-1.79367009325759,-0.172526190178687,-1.84464748778102,-1.4835162514757,-1.86113988378207,0.689166080649932,-0.399094088521272,0.70354320449585,-1.09283656300057,-0.821735586324445,0.744803701766651,-0.473400022981371,-1.09651515790839,-1.17897823512236,-1.24110021982939,-1.23889066115048
"118",2022-03-25,-1.35485044010916,-0.960862204019139,-0.705857725020778,-1.91934532257778,-1.06695082942894,-1.09555243415792,-1.01472180015735,-1.33369590442774,-0.478803737852,0.539908426915296,0.399633456323621,-1.44746777004084,-1.13797866038625,-0.56242431629816,-1.45866854610211,-1.47315116806356,-0.925392121963197,-1.52841516731653,-1.66933984519491,-0.540808470819853,-1.55907772538326,-0.23959625448275,-0.616854050967227,-1.76640550938649,-0.286882518571645,-0.704265469985051,-2.21546874968507,0.0851399141288943,0.226123049202085,-1.15168074518685,-0.926304314144549,-1.17741499043277,-1.35057528798247,-0.100006234531436,-0.419072495499217,-0.861265224080525,-1.06877955273739,-1.6492081220834,-1.31591037130555,-1.39990836154901,-0.893050791972922,-1.72803435603348,-1.43676302845996,0.767649247523918,-1.04190116965151,-1.2333880502416,-1.4695385555966,-0.0255354693241229,-1.60151643669864,-0.662182257388197,-1.67133911056992,0.807974642876852,-0.892037987892763,0.952310931782842,-1.41877621732281,-1.13093394697152,-0.660727183720757,-1.07328794167649,-1.21386920780914,-1.06734188987196,-0.772572649225937,-1.27663938602392
"119",2022-04-01,-1.14684556123921,-0.766453175219715,-0.691323724275199,-1.98694179991485,-1.03120039765049,-1.10840767502424,-0.971031871009276,-1.36459622919683,-0.304405576120347,0.364928595101726,0.063763521037358,-0.751998853390562,-1.21456059320258,-0.234565342973,-1.49150065761849,-1.37884752021223,-0.858570781223253,-1.48384357996603,-1.11585915732062,-0.336252183127443,-1.56615242454724,-0.194062544553069,-0.488461409920136,-1.56685863544987,-0.473615248403943,-0.353610474317677,-2.35502750888846,-1.20450727250904,0.0182627127648067,-1.1804905535691,-0.836350863198715,-0.88786618736725,-1.15176861313577,-0.122071653019187,-0.0146620473488978,-0.533374261336639,-1.16909600131109,-1.02733819860567,-1.34014237559691,-1.01991603977433,-0.76094078260284,-1.84168907244732,-0.955665667486658,-0.804595475237354,-1.17811524426535,-1.27186772009128,-1.1793146330373,0.377268089981198,-1.2991738162252,-0.693870474383754,-1.25846320471306,-0.0791872959059848,-1.16690261504955,-0.164217614443511,-1.52567552988085,-1.25010155956468,-1.04478673044421,-0.637539967183222,-1.12496572131352,-1.23928140538884,-0.848700623532188,-0.468496640895752
"120",2022-04-08,-1.46420126807824,-0.270752508173585,-0.594132023155312,-0.901930238239797,-0.357479625777958,-0.75977272053658,-0.531333288792862,-0.585351289051092,-0.0336062173308255,-0.106900598936588,-0.301983420728814,-0.581536646510645,-0.996397520873653,-0.0366668046990299,-1.18373983152109,-1.17090289512342,-0.70874660046034,-1.25818111315821,-0.253422541089046,0.130679589678615,-1.33000344599076,0.158234098583053,-0.194155795893364,-0.585920169873088,-0.81384675674151,-0.14041056306217,-2.50165636521206,-0.948173336255717,-0.731618796713038,-1.31372653313593,-0.847902136512161,-0.398913497694736,0.0127539580760326,-0.0429420321695972,0.441125961839075,-0.219164932865198,-0.281300524495204,-1.92436832653099,-0.925057655247706,-1.84845079095807,-0.759156519218019,-1.91506678504582,-1.58528888848985,-0.999905898208389,-1.32772838664119,-0.867304754638102,-0.880757406298901,0.44060769201558,-0.709400261066427,-0.346587890794083,-0.71710515428386,-0.984175953427499,-1.37604479543194,-1.00189156949519,-1.02280391009156,-1.16307241392869,-1.29165546720205,-1.49983402191288,-1.21876859547649,-1.09358204939241,-0.745945956737653,-0.34873998687615
"121",2022-04-15,-1.45486099948662,-0.491679389223644,-0.916572621457871,-0.25474050862386,-0.620853760108615,-1.20746878363344,-0.749021527404918,-0.693377637169926,-0.297535997016272,-0.382717686830657,-0.024650103020926,1.34974508328753,-0.950535744587966,-0.0994231358275541,-0.834497670855976,-1.26794979129463,-0.705127851406242,-1.3509596235116,-0.743809974633689,-0.295695038188303,-0.765770586420897,-0.0114626145315587,-0.171345260388776,-0.876954446593322,0.341975237793467,0.344682038438796,-2.45173098799413,-0.933999466693203,-0.319837777173106,-1.75124511950136,-0.878875690004585,-0.388766032465997,-0.213138824307627,-0.0690794199781141,0.318840726776665,-0.745889167138894,-1.23222644000338,-0.495109743413743,-1.38619899308052,-0.922711518111262,-0.618025938268291,-2.04039190856883,-0.841441049110987,-1.09686618102713,-1.11884477597824,1.06912819871869,-1.31833079860758,-0.233030554273599,-0.802355942049747,-0.570585522568545,-0.844894642839272,-0.811446304117984,-1.62599497747617,-1.39565048468702,-0.540139241024368,-0.875353282016821,-1.34274409979344,-1.61129934282713,-1.24693515635307,-1.0096124717134,-0.916588277669733,-0.523063798217396
"122",2022-04-22,-1.48560583017495,-0.210323867996273,-0.951968594566978,0.77604078431359,-0.337828369800398,-1.25887051328172,-0.469482070750891,-0.87555640754438,-0.441708770187564,-1.1377450168041,-0.5742017834657,1.04901147784397,-0.580846724097781,0.105044647650755,-0.871092012361185,-1.28849482261382,-0.708206555961412,-1.41929612058532,-0.736562213855646,-0.121595475166231,-0.487080572795077,-0.0570306271794021,-0.1949773025479,-0.861062800397221,0.808822505735867,-1.00823116523356,-2.11970089211424,-0.982000050300077,-0.453642705519264,-1.88387038278099,-0.922758360217205,-0.194427419620425,0.115233389189702,-0.138617874754674,-0.256526133917021,-0.992948477778221,-1.36003841938801,0.325716339964591,-1.42952103199079,0.0832768311005949,-0.678442809770136,-2.09183771013692,-1.54502217344133,-1.18801468504138,-1.28552952328932,1.10838420030337,-1.28851181099225,-0.389077119477252,-0.918617592182485,-1.10297010376546,-0.600335405939172,-1.20823982571452,-1.39544357352709,-1.56416006664075,-0.427327530105474,-0.851646191439228,-1.31672343752598,-1.57030517114828,-1.27275563176183,-0.789266709942164,-0.744530912895673,-0.0811864030792177
"123",2022-04-29,-1.53401143595701,-0.458282216897659,-0.904075188051902,0.863339290068749,-0.314767563009517,-1.14130571968939,-0.371609816702993,-0.953194868627731,-0.329907072820246,-1.0237783904932,0.10482733398209,0.0687335083694427,-0.56944956365882,0.0243592957000415,-0.910389227363907,-1.51030368425054,-0.869484245658248,-1.48340441797958,-0.563630818131458,-0.17101492171981,-0.31359045162688,-0.103161721883549,-0.175921273103236,-0.91077323626827,0.733981429634525,-0.915362817983422,-1.86800035735056,-1.03998770214025,-0.0743275708713179,-1.96994223764821,-0.953309216785027,-0.355626583241952,-0.339744822468128,-0.414909389905514,-0.429213097198621,-1.00282181035161,-1.42839501089571,0.180362491105789,-1.07165642953808,-0.58011060147369,-0.323852729499416,-2.09682033500429,-1.54110431777769,-1.21008456420422,-1.29910519513486,0.64044165024868,-1.24048800081058,-0.647193702417521,-1.22340663026892,-1.25316756469565,-0.897810745238472,-1.37167327432646,-1.24980287339908,-1.55784851988361,-0.414596880609831,-0.816460722358659,-1.37360498160868,-1.63546799554552,-1.32700844938445,-0.684747645966115,-0.809931433661299,-0.157336786506689
"124",2022-05-06,-0.984083444691552,0.144653317857432,-0.680874745003677,1.72392763984053,0.445910289763041,-0.669242797255776,0.380834308667052,-0.143545245329812,0.408101128714109,-1.17179898567878,-0.453603420390143,-0.759328276910915,0.208356478824703,0.469656245800971,-0.43779889804627,-1.15628146186345,-0.420921773943537,-1.58586157632603,0.136486055341913,0.442289171690667,0.0956039518831911,0.285642208007979,0.390674716893865,-0.278052564579204,0.272082808154628,-1.29422143206912,-0.66796704382942,-1.05010124181413,-1.08498220533212,-1.45196339544608,-0.473085324514758,0.299282089598741,0.0738819221919656,-0.257205086319931,0.331103085091733,-0.541222038368585,-1.20427030397581,-0.339776161382221,-0.611054205952829,-1.2075564068694,-1.08659182569199,-2.17353385392132,-1.53137017618069,-1.26891482923602,-0.934063011512332,0.583743359970713,-0.820736901751952,0.020026625070024,-0.776885843912196,-0.445238894198186,-0.243744181644706,-1.38224869013776,-0.93444593656761,-1.75701467112253,0.0779256682419361,-0.447172357659793,-1.20718555113097,-1.48765976050487,-0.585581291316003,-0.153678311278612,-0.496376650255686,0.518314922102713
"125",2022-05-13,-1.15401245996942,-0.446137870877485,-0.774245819059609,0.46800908264493,0.236582495912834,-1.1254778243836,-0.1536862169481,-0.529825222125917,0.0219725957898516,-0.973723069681349,0.170865312335809,-1.14443279783144,0.151477505154712,-0.0115982861637256,-0.721374926478343,-1.37379873604683,-0.824285469227787,-1.62507701026482,-0.295586321573424,-0.134202344209728,-0.174924040831355,-0.0643342228841346,-0.112980875759242,-0.817706314198957,0.955378149518867,-1.26906862579231,-0.969775773287678,-1.10834629983598,-0.802728664238738,-1.5966194328669,-0.725729784976,-0.23610020571338,0.21475685077345,-0.459234763986565,-0.682100246748039,-0.64816576065601,-1.39600478183552,-0.957939159356809,-1.02826866838961,-1.15033527911341,-1.11501063480091,-2.2657079403336,-0.561762074108639,-1.31523560292219,-0.16213168853974,0.144419777936748,-1.14845432615649,-0.356604237840793,-1.27361578366621,-0.877794884883644,-0.296312499870357,-1.65325411240114,-0.966486436455228,-1.82550449194667,-0.246798630425608,-0.708387022345743,-1.20135073211369,-1.30446977149248,-1.00059821174567,-0.935293064754658,-0.643635530659572,-0.092882959559854
"126",2022-05-20,-1.29144775733617,-0.789950949811942,-0.749683583527356,0.153868442275606,0.167963391317894,-1.28601892026657,-0.0305408246974905,-0.910639961169622,-0.464491643948414,-0.946028221653423,0.844962957855943,-0.513224560494139,-0.295095601287451,-0.0716577714424486,-0.955798742161786,-1.4056787179285,-0.894898611963656,-1.59247550864766,-0.33124692116222,-0.223513735094129,-0.185351872069212,-0.151418591582635,-0.539544634097187,-0.951679748772564,0.74198148380218,-1.1454370124042,-1.14653024116334,-0.348286792608646,-0.694611133615963,-1.54305484413751,-0.374253489192123,-0.532468457533006,-0.124730626001148,-0.471229455400008,-1.06625537237329,-1.0109368036488,-1.54879818641363,-0.618386291054017,-1.32506536400766,-1.09650944909153,-1.10781134507521,-2.23525487620132,-0.656454033022035,-1.333344185163,0.310079833617064,-0.032809202790959,-1.46087754943196,-0.419935674165445,-1.30361433698388,-1.06523887742606,-0.824613431449923,-1.70728285166408,-0.976974710267566,-1.83656049871229,-0.420009517788896,-0.620555333062435,-1.20093443779776,-1.4462009767013,-0.916399264213117,-0.970530634220158,-0.751591396161107,-0.32092156967997
