"","date","CI005187.WI","CI005188.WI","CI005189.WI","CI005190.WI","CI005191.WI","CI005192.WI","CI005193.WI","CI005194.WI","CI005195.WI","CI005196.WI","CI005197.WI","CI005198.WI","CI005199.WI","CI005800.WI","CI005801.WI","CI005802.WI","CI005803.WI","CI005804.WI","CI005805.WI","CI005806.WI","CI005807.WI","CI005808.WI","CI005809.WI","CI005810.WI","CI005811.WI","CI005812.WI","CI005813.WI","CI005814.WI","CI005815.WI","CI005816.WI","CI005817.WI","CI005818.WI","CI005819.WI","CI005820.WI","CI005821.WI","CI005822.WI","CI005823.WI","CI005824.WI","CI005825.WI","CI005826.WI","CI005827.WI","CI005828.WI","CI005829.WI","CI005830.WI","CI005831.WI","CI005832.WI","CI005834.WI","CI005835.WI","CI005836.WI","CI005837.WI","CI005838.WI","CI005839.WI","CI005840.WI","CI005841.WI","CI005842.WI","CI005843.WI","CI005844.WI","CI005845.WI","CI005846.WI","CI005847.WI","CI005848.WI","CI005849.WI"
"159",2023-01-13,-0.324558757928562,-1.14972904537442,-1.437081888184,0.212149003563504,-0.719934995968223,-1.05539093548699,-1.07677042411976,-1.32456666518454,-1.4819916364042,-1.08961785668789,-0.278831192213061,-0.445893560468147,-0.206712646638455,-1.11623525253333,-1.53829448004039,-0.838927819428332,0.00830325646645163,-0.867419871619485,-0.99531351062549,-1.45722230954955,-1.20895816307127,-1.42837574803371,-0.767135508984043,-1.50322030641666,-0.279152013036879,-0.703290992895862,-1.43924154453503,-0.563941604853577,-1.04301383914271,-0.306764463570669,-1.48162593525992,-1.38184856670674,-1.82533432918798,-1.01686937635194,-1.21393887818154,-1.00678878299839,-1.29178193606852,-0.997250509902236,-1.02754398264725,-1.08132925601933,-1.16748714461027,-1.43245911705712,-1.13563427747219,-1.38937521886791,-0.988843437271786,-0.550894774187329,-0.910414679923235,-1.38692766481487,-0.378760609790936,-0.534119264497472,-1.22948544823717,1.31906335692496,-0.69644113230465,-1.66667983668819,-1.25573724511063,-0.58160282688876,-0.17069235101555,-0.442522835077822,-1.22495521698179,-1.2205287374214,-1.12690239283677,-0.96180206402235
"160",2023-01-20,-0.123447154511117,-1.42252130755131,-1.41681089289039,-0.188951577762749,-0.891040353232917,-1.18549249147265,-1.30403217996251,-1.30196217270859,-1.55544264966478,-1.11555456304425,-0.412548660816082,-0.639318635029916,-0.488327289627923,-1.1658016119503,-1.5608010659098,-0.872364856839494,0.15553836604179,-0.881520936431147,-1.1169685098265,-1.52527947005739,-1.09161151305534,-1.36935940959461,-0.956394028419048,-1.62222830749957,0.276196006196161,-0.789425832774675,-1.48057030126839,-0.289408650351393,-1.11545297285875,-0.382366983542711,-1.48749171476755,-1.4134225319549,-1.88557370651284,-1.05321574854786,-0.422204636886086,-1.02052294096799,-1.26767465468563,-1.06854754587154,-1.05811941870023,-1.15328963730966,-1.03920437926862,0.632248562906449,-1.10037992753325,-1.27932879894363,-1.13001177203613,-0.523046104442369,-1.15388007118662,-1.40773862810186,-0.592138917989984,-0.7277253170392,-1.32684904165134,1.94568611020755,-0.703748189676193,-1.69335188490896,-0.785030659598068,0.109021841400386,0.565955560507758,-0.655800267757094,-0.859417351456409,-1.02241128598054,-0.659402252281307,-0.98750677651357
"161",2023-02-03,-0.115908885755846,-1.43349621376539,-1.41485514105123,-0.520682894957275,-0.959210608314315,-1.0503288684615,-1.31415842104625,-1.22640512132699,-1.59129562967283,-1.19671657296577,-0.603744979888585,-0.72174546631412,-0.727015779299668,-1.19649042775999,-0.829861985925063,-0.144336554721807,0.185302801479807,-0.999768041086024,-1.15735787908452,-1.58827807588193,-0.760586515749573,-1.39780413101391,-0.915369732258794,-1.3274051832153,-0.186242601592466,-0.892412719621982,-0.946312693395574,0.488159795500625,-0.393320023925985,-0.439011610387166,-0.788347922645453,0.247062751355101,-1.70316956972237,-0.75338709006228,-0.0657318492744267,-1.04171109309489,-1.28943299133365,-0.959230650656241,-1.11473964516725,-1.177466324294,-1.24348983830798,-0.0640414391597913,-1.13986715532686,-0.732961243110631,-0.727710185025826,-0.692572016861318,-1.16086817002738,-0.470569712277414,-0.237062275785759,-0.922148464446113,-1.35975503299732,1.36601160684245,-0.82243551918245,-1.70820075024448,-0.206566315902844,0.716454463945016,0.940383116032976,-0.748654524414949,-0.150992002700991,-0.264120681982074,-0.0560274434911686,-0.615886457335617
"162",2023-02-10,0.0321304595335572,-1.46727698202244,-1.41427981733355,-0.653933787873651,-0.917670126683257,-1.23799870725355,-1.30727861638154,-1.25785229240013,-1.63268741469748,-1.25461468225035,-0.782326980594682,-0.695156981372165,-0.903896668092082,-1.21999621590436,-0.251149507247359,-0.177087856452045,-0.186037354997959,-1.02364105468625,-1.13210618041437,-1.64768067077843,-0.766732738965163,-1.42651280800795,-0.909361471478406,-1.26133930302283,-0.247549199884775,-0.911788343796921,-1.07016995939966,0.0533767351087647,-0.565456245276032,-0.428678419375756,-0.800456836866908,0.100318088664878,-1.13861469569791,-0.829663053432818,-0.437905673724249,-1.04126777477116,-1.29317289694832,-0.536748945197473,-1.03279509775914,-1.20561159767026,-1.35771716198711,-0.229859978714317,-1.18909944767552,-1.40414926720081,-0.989788163625694,0.260054192135689,-1.17059665145969,-0.387192119960889,-0.258212428201083,-0.9100395856976,-1.35537632366171,0.722862978153018,-0.897136110044574,-1.72820790054354,-0.352214993838588,-0.00240180040086858,0.642645682501622,-0.93551175719451,0.152648219754629,-0.305609201944257,0.314060957467631,-0.447418621534075
"163",2023-02-17,0.0874807460929469,-1.2722393776876,-1.42602563604504,-0.42674553772236,-0.926044299117315,-1.22473061499296,-1.21319160149101,-0.921127656521224,-1.42450513347461,-1.21330680312967,-0.811844538614169,-0.757791307097747,-0.91128152648672,-1.22435839022874,0.882685970842958,-0.46658274841237,0.0960167558635064,-1.02218184959952,-1.10188864997564,-1.6393796979365,-0.673058567010781,-1.46852266429076,-0.824811170595898,-0.944861463607689,-0.559357953705655,-0.734398795455737,-1.22530444843148,0.21463168210886,-0.48714464480214,-0.414642755317126,-0.967479504558799,0.118751544045728,-1.56444158840297,-1.04047230958218,-0.194063699609805,-1.00712774691201,-1.23270002036371,-0.793519608889629,-0.663368808377584,-1.16894025102222,-1.32127391495499,-0.0713813960533723,-0.87362709696359,-1.55815675759112,-0.757846999757531,0.491012432965902,-1.08396170354736,-0.295885835484207,-0.0378672667203057,-0.7843472805807,-1.38373061407442,1.33531079127635,-0.442012829963513,-1.7174903163764,-0.35960071738894,-0.244172512224508,0.446033552278747,-0.673824727045404,-0.197134153620579,-0.609090291526477,0.703908835060087,-0.333941176715937
"164",2023-02-24,0.160008774862965,-1.29399499760932,-1.40249708479824,-0.856423006230305,-1.0263617981749,-1.05035649421671,-1.25147189439548,-0.486974579033645,-0.974507179325859,-1.30065047242489,-0.609509654716649,-0.901229442211349,-0.722730011369785,-1.32702748074157,1.31344339227849,0.439442962770314,-0.200273531357556,-1.10299433317006,-1.23077092005384,-1.32677602024306,-0.203114055903453,-1.43682904351626,-1.00404431545531,-1.45073630520177,-0.712944597025199,-0.529137644415866,-1.22087809229688,-0.194996543776895,-0.307252082681337,-0.442811764956207,-0.98501107436294,0.762734972900789,-1.17204351028458,-0.432951460838016,0.195169681200566,-0.993312058003855,-1.11195007289977,-0.936764830548915,-0.455181877692483,-1.19799215496772,-1.17311691144305,0.301184441793034,-0.572804676933034,-1.53427035546058,-0.266282273441291,0.646392569605767,-1.09782769146189,-0.253405352847009,0.290963739674771,-0.807671671439046,-1.28051949082287,1.59492286605794,-0.0241469063459312,-1.05422550586703,-0.044197687056065,0.034633886146247,0.714489038215155,-1.04169193915581,-0.143766893667793,-0.831059608778258,0.381574473810495,-0.527927781812072
"165",2023-03-03,0.498165202430347,-1.11842277740907,-1.4162866988025,-0.824836764909915,-0.99267262608782,-0.315536508651592,-1.27036064169675,-0.47424119144035,-0.469892877689404,-1.34630699273085,0.176454470307315,-0.460672859945331,-0.466791673622786,-0.614829159380233,-0.0175560769032473,0.359735294396045,-0.0658299490434113,-1.03642860174715,-1.27355667408321,-1.13073166601497,-0.236156180312834,-1.4538527206289,-0.998428169892294,-1.40771101718007,-0.627740711097827,-0.383952631478904,-1.06092537256782,-0.391851349659589,-0.336375174832074,-0.479191956933887,-0.929875574306149,0.551872784715982,-0.216436602173183,-0.0548353548475575,0.46270063543227,-1.02634409745764,-1.22858045734793,-0.844932680820277,-0.457810335423074,-1.05659420670537,-1.01200480373319,0.635843920430409,-0.611595495803415,-1.59825185236403,-0.228844571538385,0.670711617091464,-1.15735576378482,0.0326407311998351,0.633568406139734,-0.904812774337513,-1.38692939120763,2.51421688357354,0.0844384271577452,0.46577255104195,1.32048572805202,0.460538652876362,1.06186256061084,-0.834216326852486,0.282927404218608,-0.51458023188261,0.751138353480036,-0.193389826079886
"166",2023-03-10,0.238746170396671,-1.14483252526255,-1.45621320037096,-0.725007615054089,-0.865113098633814,-0.306775754463927,-1.16642597596435,-0.580739637353916,-0.855096214474127,-1.00335351264199,1.09444926991877,-0.82360093224314,-1.10422736183883,-1.08430202250711,-0.577624802105957,-0.918923759135859,-0.613351863463132,-0.988081951829379,-1.30157201155904,-1.07345500769435,-0.133560447528243,-1.49762208514022,-1.02077255651988,-1.19024117839658,-0.817389329846935,-0.52141533242972,-1.62143216539836,-0.559923578191779,-0.429298215982232,-0.37348322951005,-1.08526616083306,-0.208757883172282,-0.312254873654572,-1.0846717933242,-0.185585903563877,-0.837022107820511,-1.27941025169639,-0.88177992056738,-0.55073912181577,-0.712041620059872,-1.32695239659333,0.0112673333511782,-1.05676417308373,-1.58655744365872,-0.381223633213993,0.731432700317965,-1.1629245134689,0.291012685835887,0.88616371569103,-0.830171319324311,-1.40283696578898,2.11997062005603,0.454172371582952,0.60128255776218,1.78936441780096,1.05920841365803,1.02229093701691,-1.04734654127477,0.0546867060398741,-1.07541143538406,0.875250216583402,-0.69448979828951
"167",2023-03-17,0.193841087806786,-1.04455595524273,-1.47457717625011,-0.757202421735012,-0.766729406465804,-0.567301770146217,-1.1041119994128,-0.87418854527586,-1.09671261945286,-0.471343894505301,0.567740013162406,-0.834564237714072,-1.10081195073997,-1.22172864999352,-0.491133522433786,-1.08517808328101,-0.465606811895106,-0.933213045442078,-1.33816763559711,-0.958122925231725,-0.0729470363700226,-1.56436859375032,-0.807774258822342,-1.14733234230498,-0.920199066306324,0.00119050574935604,-1.62145386294547,-0.0625455219099107,-0.442718586132005,-0.410082957866636,-1.5715961948741,-0.416482353493097,-0.404880215767729,-1.12217057742563,-0.380631466247647,-0.773768014935743,-1.25596563668496,-0.718094451664225,-0.617668239496651,-0.928254270475139,-1.26957787913683,0.595842454519805,-1.1025787440922,-1.47335518260936,-0.217905730308839,-0.028981867408203,-1.01147431596719,-0.0224551223618305,1.22475693347565,-0.938467707111959,-1.4755101274911,2.87178882322515,1.46944091588286,0.327608071776859,2.73392017892401,2.14988401188063,1.73117453352802,-0.402009234497079,0.678836512998508,-0.0757808503862459,1.35288849566876,-0.407158832091242
"168",2023-03-24,-0.283561723493144,-1.09582740797661,-1.47934993180321,-0.45077231520964,-0.768062726926957,-0.783788899618202,-1.14844810643798,-0.772042547013378,-1.24112471821253,0.0838554477009734,1.46800994111875,-0.815229851268916,-1.09555307294828,-1.0074032508513,-0.0494305887256985,-0.992014994137434,-0.550770985567194,-0.932712716797938,-1.35121203629518,-0.565070666763725,-0.562390025341325,-1.5519791724572,-0.794040392674882,-1.34281048670493,-0.928783551299978,-0.494764813525405,-1.42335301034588,1.05997999271207,-0.576928880777521,-0.219566272133141,-1.0768063580197,-0.557454565778084,-0.194360553534696,-1.14149793849603,-0.471874701794766,-0.778503100515066,-1.27175776705977,-1.02278642181143,-0.716235367690333,-1.0638485004724,-1.2382607189117,-0.297829783374947,-0.985546595392627,-0.757437404776051,-1.02132675076724,0.416613674051496,-0.130790123870353,1.15234271806799,2.51265427679382,0.748209300594273,-1.39290401608523,2.35707396115744,2.146001090797,0.30817543556311,4.34580115582087,2.66427107397421,1.99220353736761,1.50120866402363,1.33240633108215,0.578116743992437,2.25939002146056,0.477810870237371
"169",2023-03-31,-0.501496434433002,-0.693435815620797,-1.48254786064921,-0.533368516481934,-0.87000054913075,-1.07101611184134,-1.16179289399138,-1.14868559339722,-1.31182018234098,-1.05688555377755,-0.0466516154951797,-0.724829493699629,-1.07402650826817,-1.37624271920669,-0.626467849868306,-1.4706872218475,-0.457201784896977,-0.890421433973474,-1.39831401728704,-0.741840488115025,-0.695974984167681,-1.56011335849231,-0.861919262209656,-1.11072476257723,-0.824172877564683,-0.761110156688679,-1.51991607489438,0.607778126230232,-0.196332944865066,-0.456015939787963,-0.841860719933317,-0.978156272354494,-0.102797730861233,-1.08972489401023,-0.619644132775521,-0.774723981039244,-1.31296961153622,-1.24515246537781,-1.01148965596682,-1.17275003576033,-1.13503598649312,-0.406516119181748,-1.09350860997045,-0.263763147964343,-1.16885101539221,-0.850308256738872,0.156492511876973,0.940854514441498,1.54976726831074,-0.188194676606136,-1.44995978322657,1.91610370914091,1.10853337448045,-0.240653941391577,2.92839706087845,2.18636531031706,2.43910024964934,1.32769352770112,2.23058872963925,0.783099180645706,2.85346728983286,0.453157798341932
